Emotion,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Negative,Positive,Word,Number of Records
disgust,,, disgust,,, sadness,,, negative,,worsening,1
disgust,,, disgust,,, sadness,,, negative,,wretched,1
negative,,, disgust,,, sadness,,, negative,,adultery,1
negative,,, disgust,,, sadness,,, negative,,ashamed,1
negative,,, disgust,,, sadness,,, negative,,bastard,1
negative,,, disgust,,, sadness,,, negative,,blighted,1
negative,,, disgust,,, sadness,,, negative,,blunder,1
negative,,, disgust,,, sadness,,, negative,,bum,1
negative,,, disgust,,, sadness,,, negative,,chagrin,1
negative,,, disgust,,, sadness,,, negative,,corpse,1
negative,,, disgust,,, sadness,,, negative,,decayed,1
negative,,, disgust,,, sadness,,, negative,,deceitful,1
negative,,, disgust,,, sadness,,, negative,,deformed,1
negative,,, disgust,,, sadness,,, negative,,delirium,1
negative,,, disgust,,, sadness,,, negative,,depressing,1
negative,,, disgust,,, sadness,,, negative,,deteriorated,1
negative,,, disgust,,, sadness,,, negative,,dilapidated,1
negative,,, disgust,,, sadness,,, negative,,disappointment,1
negative,,, disgust,,, sadness,,, negative,,discolored,1
negative,,, disgust,,, sadness,,, negative,,dysentery,1
negative,,, disgust,,, sadness,,, negative,,excluded,1
negative,,, disgust,,, sadness,,, negative,,fat,1
negative,,, disgust,,, sadness,,, negative,,fatty,1
negative,,, disgust,,, sadness,,, negative,,flop,1
negative,,, disgust,,, sadness,,, negative,,groan,1
negative,,, disgust,,, sadness,,, negative,,guilt,1
negative,,, disgust,,, sadness,,, negative,,humiliation,1
negative,,, disgust,,, sadness,,, negative,,inefficiency,1
negative,,, disgust,,, sadness,,, negative,,lesbian,1
negative,,, disgust,,, sadness,,, negative,,lush,1
negative,,, disgust,,, sadness,,, negative,,murky,1
negative,,, disgust,,, sadness,,, negative,,nauseous,1
negative,,, disgust,,, sadness,,, negative,,obesity,1
negative,,, disgust,,, sadness,,, negative,,pathetic,1
negative,,, disgust,,, sadness,,, negative,,prostitution,1
negative,,, disgust,,, sadness,,, negative,,shack,1
negative,,, disgust,,, sadness,,, negative,,sick,1
negative,,, disgust,,, sadness,,, negative,,sickly,1
negative,,, disgust,,, sadness,,, negative,,soreness,1
negative,,, disgust,,, sadness,,, negative,,tarnish,1
negative,,, disgust,,, sadness,,, negative,,trash,1
negative,,, disgust,,, sadness,,, negative,,trash,1
negative,,, disgust,,, sadness,,, negative,,unattractive,1
negative,,, disgust,,, sadness,,, negative,,unbearable,1
negative,,, disgust,,, sadness,,, negative,,unfavorable,1
negative,,, disgust,,, sadness,,, negative,,unpleasant,1
negative,,, disgust,,, sadness,,, negative,,unpopular,1
negative,,, disgust,,, sadness,,, negative,,unsatisfied,1
negative,,, disgust,,, sadness,,, negative,,vainly,1
negative,,, disgust,,, sadness,,, negative,,vegetative,1
negative,,, disgust,,, sadness,,, negative,,wallow,1
negative,,, disgust,,, sadness,,, negative,,whine,1
negative,,, disgust,,, sadness,,, negative,,woefully,1
negative,,, disgust,,, sadness,,, negative,,worsening,1
negative,,, disgust,,, sadness,,, negative,,wretched,1
sadness,,, disgust,,, sadness,,, negative,,adultery,1
sadness,,, disgust,,, sadness,,, negative,,ashamed,1
sadness,,, disgust,,, sadness,,, negative,,bastard,1
sadness,,, disgust,,, sadness,,, negative,,blighted,1
sadness,,, disgust,,, sadness,,, negative,,blunder,1
sadness,,, disgust,,, sadness,,, negative,,bum,1
sadness,,, disgust,,, sadness,,, negative,,chagrin,1
sadness,,, disgust,,, sadness,,, negative,,corpse,1
sadness,,, disgust,,, sadness,,, negative,,decayed,1
sadness,,, disgust,,, sadness,,, negative,,deceitful,1
sadness,,, disgust,,, sadness,,, negative,,deformed,1
sadness,,, disgust,,, sadness,,, negative,,delirium,1
sadness,,, disgust,,, sadness,,, negative,,depressing,1
sadness,,, disgust,,, sadness,,, negative,,deteriorated,1
sadness,,, disgust,,, sadness,,, negative,,dilapidated,1
sadness,,, disgust,,, sadness,,, negative,,disappointment,1
sadness,,, disgust,,, sadness,,, negative,,discolored,1
sadness,,, disgust,,, sadness,,, negative,,dysentery,1
sadness,,, disgust,,, sadness,,, negative,,excluded,1
sadness,,, disgust,,, sadness,,, negative,,fat,1
sadness,,, disgust,,, sadness,,, negative,,fatty,1
sadness,,, disgust,,, sadness,,, negative,,flop,1
sadness,,, disgust,,, sadness,,, negative,,groan,1
sadness,,, disgust,,, sadness,,, negative,,guilt,1
sadness,,, disgust,,, sadness,,, negative,,humiliation,1
sadness,,, disgust,,, sadness,,, negative,,inefficiency,1
sadness,,, disgust,,, sadness,,, negative,,lesbian,1
sadness,,, disgust,,, sadness,,, negative,,lush,1
sadness,,, disgust,,, sadness,,, negative,,murky,1
sadness,,, disgust,,, sadness,,, negative,,nauseous,1
sadness,,, disgust,,, sadness,,, negative,,obesity,1
sadness,,, disgust,,, sadness,,, negative,,pathetic,1
sadness,,, disgust,,, sadness,,, negative,,prostitution,1
sadness,,, disgust,,, sadness,,, negative,,shack,1
sadness,,, disgust,,, sadness,,, negative,,sick,1
sadness,,, disgust,,, sadness,,, negative,,sickly,1
sadness,,, disgust,,, sadness,,, negative,,soreness,1
sadness,,, disgust,,, sadness,,, negative,,tarnish,1
sadness,,, disgust,,, sadness,,, negative,,trash,1
sadness,,, disgust,,, sadness,,, negative,,unattractive,1
sadness,,, disgust,,, sadness,,, negative,,unbearable,1
sadness,,, disgust,,, sadness,,, negative,,unfavorable,1
sadness,,, disgust,,, sadness,,, negative,,unpleasant,1
sadness,,, disgust,,, sadness,,, negative,,unpopular,1
sadness,,, disgust,,, sadness,,, negative,,unsatisfied,1
sadness,,, disgust,,, sadness,,, negative,,vainly,1
sadness,,, disgust,,, sadness,,, negative,,vegetative,1
sadness,,, disgust,,, sadness,,, negative,,wallow,1
sadness,,, disgust,,, sadness,,, negative,,whine,1
sadness,,, disgust,,, sadness,,, negative,,woefully,1
sadness,,, disgust,,, sadness,,, negative,,worsening,1
sadness,,, disgust,,, sadness,,, negative,,wretched,1
disgust,,, disgust,,, sadness, surprise,, negative,,oddity,1
negative,,, disgust,,, sadness, surprise,, negative,,oddity,1
sadness,,, disgust,,, sadness, surprise,, negative,,oddity,1
surprise,,, disgust,,, sadness, surprise,, negative,,oddity,1
disgust,,, disgust,,,,,, negative, positive,petroleum,1
negative,,, disgust,,,,,, negative, positive,petroleum,1
positive,,, disgust,,,,,, negative, positive,petroleum,1
disgust,,, disgust,,,,, trust, negative, positive,lord,1
negative,,, disgust,,,,, trust, negative, positive,lord,1
positive,,, disgust,,,,, trust, negative, positive,lord,1
trust,,, disgust,,,,, trust, negative, positive,lord,1
disgust,,, disgust,,, sadness,,, negative, positive,humble,1
negative,,, disgust,,, sadness,,, negative, positive,humble,1
positive,,, disgust,,, sadness,,, negative, positive,humble,1
sadness,,, disgust,,, sadness,,, negative, positive,humble,1
disgust,,, disgust,, joy,,,,,,glitter,1
joy,,, disgust,, joy,,,,,,glitter,1
disgust,,, disgust,, joy,,, trust,, positive,excellence,1
joy,,, disgust,, joy,,, trust,, positive,excellence,1
positive,,, disgust,, joy,,, trust,, positive,excellence,1
trust,,, disgust,, joy,,, trust,, positive,excellence,1
disgust,,, disgust,, joy,,,, negative,,gush,1
joy,,, disgust,, joy,,,, negative,,gush,1
negative,,, disgust,, joy,,,, negative,,gush,1
disgust,,, disgust, fear,,,,,,,socialism,1
disgust,,, disgust, fear,,,,,,,spider,1
fear,,, disgust, fear,,,,,,,socialism,1
fear,,, disgust, fear,,,,,,,spider,1
disgust,,, disgust, fear,,, surprise,,,,hypertrophy,1
fear,,, disgust, fear,,, surprise,,,,hypertrophy,1
surprise,,, disgust, fear,,, surprise,,,,hypertrophy,1
disgust,,, disgust, fear,, sadness,,,,,tearful,1
fear,,, disgust, fear,, sadness,,,,,tearful,1
sadness,,, disgust, fear,, sadness,,,,,tearful,1
disgust,,, disgust, fear,,,,, negative,,abominable,1
disgust,,, disgust, fear,,,,, negative,,alien,1
disgust,,, disgust, fear,,,,, negative,,anaconda,1
disgust,,, disgust, fear,,,,, negative,,appalling,1
disgust,,, disgust, fear,,,,, negative,,bacterium,1
disgust,,, disgust, fear,,,,, negative,,beastly,1
disgust,,, disgust, fear,,,,, negative,,bestial,1
disgust,,, disgust, fear,,,,, negative,,blob,1
disgust,,, disgust, fear,,,,, negative,,bug,1
disgust,,, disgust, fear,,,,, negative,,burglar,1
disgust,,, disgust, fear,,,,, negative,,cannibal,1
disgust,,, disgust, fear,,,,, negative,,contagious,1
disgust,,, disgust, fear,,,,, negative,,creature,1
disgust,,, disgust, fear,,,,, negative,,debauchery,1
disgust,,, disgust, fear,,,,, negative,,defamation,1
disgust,,, disgust, fear,,,,, negative,,devilish,1
disgust,,, disgust, fear,,,,, negative,,disintegrate,1
disgust,,, disgust, fear,,,,, negative,,ghastly,1
disgust,,, disgust, fear,,,,, negative,,goblin,1
disgust,,, disgust, fear,,,,, negative,,grisly,1
disgust,,, disgust, fear,,,,, negative,,hag,1
disgust,,, disgust, fear,,,,, negative,,idolatry,1
disgust,,, disgust, fear,,,,, negative,,impeach,1
disgust,,, disgust, fear,,,,, negative,,incubus,1
disgust,,, disgust, fear,,,,, negative,,infestation,1
disgust,,, disgust, fear,,,,, negative,,inmate,1
disgust,,, disgust, fear,,,,, negative,,instability,1
disgust,,, disgust, fear,,,,, negative,,irrational,1
disgust,,, disgust, fear,,,,, negative,,laxative,1
disgust,,, disgust, fear,,,,, negative,,leeches,1
disgust,,, disgust, fear,,,,, negative,,mange,1
disgust,,, disgust, fear,,,,, negative,,mistrust,1
disgust,,, disgust, fear,,,,, negative,,neurotic,1
disgust,,, disgust, fear,,,,, negative,,noxious,1
disgust,,, disgust, fear,,,,, negative,,obi,1
disgust,,, disgust, fear,,,,, negative,,occult,1
disgust,,, disgust, fear,,,,, negative,,ogre,1
disgust,,, disgust, fear,,,,, negative,,parasite,1
disgust,,, disgust, fear,,,,, negative,,pestilence,1
disgust,,, disgust, fear,,,,, negative,,prejudiced,1
disgust,,, disgust, fear,,,,, negative,,purgatory,1
disgust,,, disgust, fear,,,,, negative,,rat,1
disgust,,, disgust, fear,,,,, negative,,repellant,1
disgust,,, disgust, fear,,,,, negative,,repulsion,1
disgust,,, disgust, fear,,,,, negative,,rigor,1
disgust,,, disgust, fear,,,,, negative,,robber,1
disgust,,, disgust, fear,,,,, negative,,serpent,1
disgust,,, disgust, fear,,,,, negative,,shanghai,1
disgust,,, disgust, fear,,,,, negative,,smut,1
disgust,,, disgust, fear,,,,, negative,,snake,1
disgust,,, disgust, fear,,,,, negative,,squeamish,1
disgust,,, disgust, fear,,,,, negative,,stealing,1
disgust,,, disgust, fear,,,,, negative,,swamp,1
disgust,,, disgust, fear,,,,, negative,,swampy,1
disgust,,, disgust, fear,,,,, negative,,taboo,1
disgust,,, disgust, fear,,,,, negative,,uneasy,1
disgust,,, disgust, fear,,,,, negative,,unnatural,1
disgust,,, disgust, fear,,,,, negative,,vulture,1
disgust,,, disgust, fear,,,,, negative,,wimp,1
fear,,, disgust, fear,,,,, negative,,abominable,1
fear,,, disgust, fear,,,,, negative,,alien,1
fear,,, disgust, fear,,,,, negative,,anaconda,1
fear,,, disgust, fear,,,,, negative,,appalling,1
fear,,, disgust, fear,,,,, negative,,bacterium,1
fear,,, disgust, fear,,,,, negative,,beastly,1
fear,,, disgust, fear,,,,, negative,,bestial,1
fear,,, disgust, fear,,,,, negative,,blob,1
fear,,, disgust, fear,,,,, negative,,bug,1
fear,,, disgust, fear,,,,, negative,,burglar,1
fear,,, disgust, fear,,,,, negative,,cannibal,1
fear,,, disgust, fear,,,,, negative,,contagious,1
fear,,, disgust, fear,,,,, negative,,creature,1
fear,,, disgust, fear,,,,, negative,,debauchery,1
fear,,, disgust, fear,,,,, negative,,defamation,1
fear,,, disgust, fear,,,,, negative,,devilish,1
fear,,, disgust, fear,,,,, negative,,disintegrate,1
fear,,, disgust, fear,,,,, negative,,ghastly,1
fear,,, disgust, fear,,,,, negative,,goblin,1
fear,,, disgust, fear,,,,, negative,,grisly,1
fear,,, disgust, fear,,,,, negative,,hag,1
fear,,, disgust, fear,,,,, negative,,idolatry,1
fear,,, disgust, fear,,,,, negative,,impeach,1
fear,,, disgust, fear,,,,, negative,,incubus,1
fear,,, disgust, fear,,,,, negative,,infestation,1
fear,,, disgust, fear,,,,, negative,,inmate,1
fear,,, disgust, fear,,,,, negative,,instability,1
fear,,, disgust, fear,,,,, negative,,irrational,1
fear,,, disgust, fear,,,,, negative,,laxative,1
fear,,, disgust, fear,,,,, negative,,leeches,1
fear,,, disgust, fear,,,,, negative,,mange,1
fear,,, disgust, fear,,,,, negative,,mistrust,1
fear,,, disgust, fear,,,,, negative,,neurotic,1
fear,,, disgust, fear,,,,, negative,,noxious,1
fear,,, disgust, fear,,,,, negative,,obi,1
fear,,, disgust, fear,,,,, negative,,occult,1
fear,,, disgust, fear,,,,, negative,,ogre,1
fear,,, disgust, fear,,,,, negative,,parasite,1
fear,,, disgust, fear,,,,, negative,,pestilence,1
fear,,, disgust, fear,,,,, negative,,prejudiced,1
fear,,, disgust, fear,,,,, negative,,purgatory,1
fear,,, disgust, fear,,,,, negative,,rat,1
fear,,, disgust, fear,,,,, negative,,repellant,1
fear,,, disgust, fear,,,,, negative,,repulsion,1
fear,,, disgust, fear,,,,, negative,,rigor,1
fear,,, disgust, fear,,,,, negative,,robber,1
fear,,, disgust, fear,,,,, negative,,serpent,1
fear,,, disgust, fear,,,,, negative,,shanghai,1
fear,,, disgust, fear,,,,, negative,,smut,1
fear,,, disgust, fear,,,,, negative,,snake,1
fear,,, disgust, fear,,,,, negative,,squeamish,1
fear,,, disgust, fear,,,,, negative,,stealing,1
fear,,, disgust, fear,,,,, negative,,swamp,1
fear,,, disgust, fear,,,,, negative,,swampy,1
fear,,, disgust, fear,,,,, negative,,taboo,1
fear,,, disgust, fear,,,,, negative,,uneasy,1
fear,,, disgust, fear,,,,, negative,,unnatural,1
fear,,, disgust, fear,,,,, negative,,vulture,1
fear,,, disgust, fear,,,,, negative,,wimp,1
negative,,, disgust, fear,,,,, negative,,abominable,1
negative,,, disgust, fear,,,,, negative,,alien,1
negative,,, disgust, fear,,,,, negative,,anaconda,1
negative,,, disgust, fear,,,,, negative,,appalling,1
negative,,, disgust, fear,,,,, negative,,bacterium,1
negative,,, disgust, fear,,,,, negative,,beastly,1
negative,,, disgust, fear,,,,, negative,,bestial,1
negative,,, disgust, fear,,,,, negative,,blob,1
negative,,, disgust, fear,,,,, negative,,bug,1
negative,,, disgust, fear,,,,, negative,,burglar,1
negative,,, disgust, fear,,,,, negative,,cannibal,1
negative,,, disgust, fear,,,,, negative,,contagious,1
negative,,, disgust, fear,,,,, negative,,creature,1
negative,,, disgust, fear,,,,, negative,,debauchery,1
negative,,, disgust, fear,,,,, negative,,defamation,1
negative,,, disgust, fear,,,,, negative,,devilish,1
negative,,, disgust, fear,,,,, negative,,disintegrate,1
negative,,, disgust, fear,,,,, negative,,ghastly,1
negative,,, disgust, fear,,,,, negative,,goblin,1
negative,,, disgust, fear,,,,, negative,,grisly,1
negative,,, disgust, fear,,,,, negative,,hag,1
negative,,, disgust, fear,,,,, negative,,idolatry,1
negative,,, disgust, fear,,,,, negative,,impeach,1
negative,,, disgust, fear,,,,, negative,,incubus,1
negative,,, disgust, fear,,,,, negative,,infestation,1
negative,,, disgust, fear,,,,, negative,,inmate,1
negative,,, disgust, fear,,,,, negative,,instability,1
negative,,, disgust, fear,,,,, negative,,irrational,1
negative,,, disgust, fear,,,,, negative,,laxative,1
negative,,, disgust, fear,,,,, negative,,leeches,1
negative,,, disgust, fear,,,,, negative,,mange,1
negative,,, disgust, fear,,,,, negative,,mistrust,1
negative,,, disgust, fear,,,,, negative,,neurotic,1
negative,,, disgust, fear,,,,, negative,,noxious,1
negative,,, disgust, fear,,,,, negative,,obi,1
negative,,, disgust, fear,,,,, negative,,occult,1
negative,,, disgust, fear,,,,, negative,,ogre,1
negative,,, disgust, fear,,,,, negative,,parasite,1
negative,,, disgust, fear,,,,, negative,,pestilence,1
negative,,, disgust, fear,,,,, negative,,prejudiced,1
negative,,, disgust, fear,,,,, negative,,purgatory,1
negative,,, disgust, fear,,,,, negative,,rat,1
negative,,, disgust, fear,,,,, negative,,repellant,1
negative,,, disgust, fear,,,,, negative,,repulsion,1
negative,,, disgust, fear,,,,, negative,,rigor,1
negative,,, disgust, fear,,,,, negative,,robber,1
negative,,, disgust, fear,,,,, negative,,serpent,1
negative,,, disgust, fear,,,,, negative,,shanghai,1
negative,,, disgust, fear,,,,, negative,,smut,1
negative,,, disgust, fear,,,,, negative,,snake,1
negative,,, disgust, fear,,,,, negative,,squeamish,1
negative,,, disgust, fear,,,,, negative,,stealing,1
negative,,, disgust, fear,,,,, negative,,swamp,1
negative,,, disgust, fear,,,,, negative,,swampy,1
negative,,, disgust, fear,,,,, negative,,taboo,1
negative,,, disgust, fear,,,,, negative,,uneasy,1
negative,,, disgust, fear,,,,, negative,,unnatural,1
negative,,, disgust, fear,,,,, negative,,vulture,1
negative,,, disgust, fear,,,,, negative,,wimp,1
disgust,,, disgust, fear,,, surprise,, negative,,aghast,1
disgust,,, disgust, fear,,, surprise,, negative,,freakish,1
fear,,, disgust, fear,,, surprise,, negative,,aghast,1
fear,,, disgust, fear,,, surprise,, negative,,freakish,1
negative,,, disgust, fear,,, surprise,, negative,,aghast,1
negative,,, disgust, fear,,, surprise,, negative,,freakish,1
surprise,,, disgust, fear,,, surprise,, negative,,aghast,1
surprise,,, disgust, fear,,, surprise,, negative,,freakish,1
disgust,,, disgust, fear,, sadness,,, negative,,abortion,1
disgust,,, disgust, fear,, sadness,,, negative,,affliction,1
disgust,,, disgust, fear,, sadness,,, negative,,anthrax,1
disgust,,, disgust, fear,, sadness,,, negative,,arsenic,1
disgust,,, disgust, fear,, sadness,,, negative,,atrophy,1
disgust,,, disgust, fear,, sadness,,, negative,,autopsy,1
disgust,,, disgust, fear,, sadness,,, negative,,bacteria,1
disgust,,, disgust, fear,, sadness,,, negative,,bleeding,1
disgust,,, disgust, fear,, sadness,,, negative,,blight,1
disgust,,, disgust, fear,, sadness,,, negative,,carcass,1
disgust,,, disgust, fear,, sadness,,, negative,,cholera,1
disgust,,, disgust, fear,, sadness,,, negative,,collapse,1
disgust,,, disgust, fear,, sadness,,, negative,,contaminated,1
disgust,,, disgust, fear,, sadness,,, negative,,coward,1
disgust,,, disgust, fear,, sadness,,, negative,,cringe,1
disgust,,, disgust, fear,, sadness,,, negative,,cupping,1
disgust,,, disgust, fear,, sadness,,, negative,,decomposition,1
disgust,,, disgust, fear,, sadness,,, negative,,default,1
disgust,,, disgust, fear,, sadness,,, negative,,deformity,1
disgust,,, disgust, fear,, sadness,,, negative,,degrading,1
disgust,,, disgust, fear,, sadness,,, negative,,discontinuity,1
disgust,,, disgust, fear,, sadness,,, negative,,diseased,1
disgust,,, disgust, fear,, sadness,,, negative,,dismal,1
disgust,,, disgust, fear,, sadness,,, negative,,dismemberment,1
disgust,,, disgust, fear,, sadness,,, negative,,endemic,1
disgust,,, disgust, fear,, sadness,,, negative,,exclusion,1
disgust,,, disgust, fear,, sadness,,, negative,,failure,1
disgust,,, disgust, fear,, sadness,,, negative,,ghetto,1
disgust,,, disgust, fear,, sadness,,, negative,,hemorrhage,1
disgust,,, disgust, fear,, sadness,,, negative,,hideous,1
disgust,,, disgust, fear,, sadness,,, negative,,horrifying,1
disgust,,, disgust, fear,, sadness,,, negative,,hydrocephalus,1
disgust,,, disgust, fear,, sadness,,, negative,,ineptitude,1
disgust,,, disgust, fear,, sadness,,, negative,,infectious,1
disgust,,, disgust, fear,, sadness,,, negative,,lament,1
disgust,,, disgust, fear,, sadness,,, negative,,leprosy,1
disgust,,, disgust, fear,, sadness,,, negative,,lethal,1
disgust,,, disgust, fear,, sadness,,, negative,,malaria,1
disgust,,, disgust, fear,, sadness,,, negative,,measles,1
disgust,,, disgust, fear,, sadness,,, negative,,morgue,1
disgust,,, disgust, fear,, sadness,,, negative,,outcast,1
disgust,,, disgust, fear,, sadness,,, negative,,palsy,1
disgust,,, disgust, fear,, sadness,,, negative,,plague,1
disgust,,, disgust, fear,, sadness,,, negative,,retard,1
disgust,,, disgust, fear,, sadness,,, negative,,rot,1
disgust,,, disgust, fear,, sadness,,, negative,,sacrifices,1
disgust,,, disgust, fear,, sadness,,, negative,,servile,1
disgust,,, disgust, fear,, sadness,,, negative,,shame,1
disgust,,, disgust, fear,, sadness,,, negative,,sickness,1
disgust,,, disgust, fear,, sadness,,, negative,,soulless,1
disgust,,, disgust, fear,, sadness,,, negative,,subvert,1
disgust,,, disgust, fear,, sadness,,, negative,,suffering,1
disgust,,, disgust, fear,, sadness,,, negative,,suffocating,1
disgust,,, disgust, fear,, sadness,,, negative,,sunk,1
disgust,,, disgust, fear,, sadness,,, negative,,tramp,1
disgust,,, disgust, fear,, sadness,,, negative,,travesty,1
disgust,,, disgust, fear,, sadness,,, negative,,ugliness,1
disgust,,, disgust, fear,, sadness,,, negative,,unhealthy,1
disgust,,, disgust, fear,, sadness,,, negative,,varicella,1
disgust,,, disgust, fear,, sadness,,, negative,,wasting,1
disgust,,, disgust, fear,, sadness,,, negative,,woe,1
fear,,, disgust, fear,, sadness,,, negative,,abortion,1
fear,,, disgust, fear,, sadness,,, negative,,affliction,1
fear,,, disgust, fear,, sadness,,, negative,,anthrax,1
fear,,, disgust, fear,, sadness,,, negative,,arsenic,1
fear,,, disgust, fear,, sadness,,, negative,,atrophy,1
fear,,, disgust, fear,, sadness,,, negative,,autopsy,1
fear,,, disgust, fear,, sadness,,, negative,,bacteria,1
fear,,, disgust, fear,, sadness,,, negative,,bleeding,1
fear,,, disgust, fear,, sadness,,, negative,,blight,1
fear,,, disgust, fear,, sadness,,, negative,,carcass,1
fear,,, disgust, fear,, sadness,,, negative,,cholera,1
fear,,, disgust, fear,, sadness,,, negative,,collapse,1
fear,,, disgust, fear,, sadness,,, negative,,contaminated,1
fear,,, disgust, fear,, sadness,,, negative,,coward,1
fear,,, disgust, fear,, sadness,,, negative,,cringe,1
fear,,, disgust, fear,, sadness,,, negative,,cupping,1
fear,,, disgust, fear,, sadness,,, negative,,decomposition,1
fear,,, disgust, fear,, sadness,,, negative,,default,1
fear,,, disgust, fear,, sadness,,, negative,,deformity,1
fear,,, disgust, fear,, sadness,,, negative,,degrading,1
fear,,, disgust, fear,, sadness,,, negative,,discontinuity,1
fear,,, disgust, fear,, sadness,,, negative,,diseased,1
fear,,, disgust, fear,, sadness,,, negative,,dismal,1
fear,,, disgust, fear,, sadness,,, negative,,dismemberment,1
fear,,, disgust, fear,, sadness,,, negative,,endemic,1
fear,,, disgust, fear,, sadness,,, negative,,exclusion,1
fear,,, disgust, fear,, sadness,,, negative,,failure,1
fear,,, disgust, fear,, sadness,,, negative,,ghetto,1
fear,,, disgust, fear,, sadness,,, negative,,hemorrhage,1
fear,,, disgust, fear,, sadness,,, negative,,hideous,1
fear,,, disgust, fear,, sadness,,, negative,,horrifying,1
fear,,, disgust, fear,, sadness,,, negative,,hydrocephalus,1
fear,,, disgust, fear,, sadness,,, negative,,ineptitude,1
fear,,, disgust, fear,, sadness,,, negative,,infectious,1
fear,,, disgust, fear,, sadness,,, negative,,lament,1
fear,,, disgust, fear,, sadness,,, negative,,leprosy,1
fear,,, disgust, fear,, sadness,,, negative,,lethal,1
fear,,, disgust, fear,, sadness,,, negative,,malaria,1
fear,,, disgust, fear,, sadness,,, negative,,measles,1
fear,,, disgust, fear,, sadness,,, negative,,morgue,1
fear,,, disgust, fear,, sadness,,, negative,,outcast,1
fear,,, disgust, fear,, sadness,,, negative,,palsy,1
fear,,, disgust, fear,, sadness,,, negative,,plague,1
fear,,, disgust, fear,, sadness,,, negative,,retard,1
fear,,, disgust, fear,, sadness,,, negative,,rot,1
fear,,, disgust, fear,, sadness,,, negative,,sacrifices,1
fear,,, disgust, fear,, sadness,,, negative,,servile,1
fear,,, disgust, fear,, sadness,,, negative,,shame,1
fear,,, disgust, fear,, sadness,,, negative,,sickness,1
fear,,, disgust, fear,, sadness,,, negative,,soulless,1
fear,,, disgust, fear,, sadness,,, negative,,subvert,1
fear,,, disgust, fear,, sadness,,, negative,,suffering,1
fear,,, disgust, fear,, sadness,,, negative,,suffocating,1
fear,,, disgust, fear,, sadness,,, negative,,sunk,1
fear,,, disgust, fear,, sadness,,, negative,,tramp,1
fear,,, disgust, fear,, sadness,,, negative,,travesty,1
fear,,, disgust, fear,, sadness,,, negative,,ugliness,1
fear,,, disgust, fear,, sadness,,, negative,,unhealthy,1
fear,,, disgust, fear,, sadness,,, negative,,varicella,1
fear,,, disgust, fear,, sadness,,, negative,,wasting,1
fear,,, disgust, fear,, sadness,,, negative,,woe,1
negative,,, disgust, fear,, sadness,,, negative,,abortion,1
negative,,, disgust, fear,, sadness,,, negative,,affliction,1
negative,,, disgust, fear,, sadness,,, negative,,anthrax,1
negative,,, disgust, fear,, sadness,,, negative,,arsenic,1
negative,,, disgust, fear,, sadness,,, negative,,atrophy,1
negative,,, disgust, fear,, sadness,,, negative,,autopsy,1
negative,,, disgust, fear,, sadness,,, negative,,bacteria,1
negative,,, disgust, fear,, sadness,,, negative,,bleeding,1
negative,,, disgust, fear,, sadness,,, negative,,blight,1
negative,,, disgust, fear,, sadness,,, negative,,carcass,1
negative,,, disgust, fear,, sadness,,, negative,,cholera,1
negative,,, disgust, fear,, sadness,,, negative,,collapse,1
negative,,, disgust, fear,, sadness,,, negative,,contaminated,1
negative,,, disgust, fear,, sadness,,, negative,,coward,1
negative,,, disgust, fear,, sadness,,, negative,,cringe,1
negative,,, disgust, fear,, sadness,,, negative,,cupping,1
negative,,, disgust, fear,, sadness,,, negative,,decomposition,1
negative,,, disgust, fear,, sadness,,, negative,,default,1
negative,,, disgust, fear,, sadness,,, negative,,deformity,1
negative,,, disgust, fear,, sadness,,, negative,,degrading,1
negative,,, disgust, fear,, sadness,,, negative,,discontinuity,1
negative,,, disgust, fear,, sadness,,, negative,,diseased,1
negative,,, disgust, fear,, sadness,,, negative,,dismal,1
negative,,, disgust, fear,, sadness,,, negative,,dismemberment,1
negative,,, disgust, fear,, sadness,,, negative,,endemic,1
negative,,, disgust, fear,, sadness,,, negative,,exclusion,1
negative,,, disgust, fear,, sadness,,, negative,,failure,1
negative,,, disgust, fear,, sadness,,, negative,,ghetto,1
negative,,, disgust, fear,, sadness,,, negative,,hemorrhage,1
negative,,, disgust, fear,, sadness,,, negative,,hideous,1
negative,,, disgust, fear,, sadness,,, negative,,horrifying,1
negative,,, disgust, fear,, sadness,,, negative,,hydrocephalus,1
negative,,, disgust, fear,, sadness,,, negative,,ineptitude,1
negative,,, disgust, fear,, sadness,,, negative,,infectious,1
negative,,, disgust, fear,, sadness,,, negative,,lament,1
negative,,, disgust, fear,, sadness,,, negative,,leprosy,1
negative,,, disgust, fear,, sadness,,, negative,,lethal,1
negative,,, disgust, fear,, sadness,,, negative,,malaria,1
negative,,, disgust, fear,, sadness,,, negative,,measles,1
negative,,, disgust, fear,, sadness,,, negative,,morgue,1
negative,,, disgust, fear,, sadness,,, negative,,outcast,1
negative,,, disgust, fear,, sadness,,, negative,,palsy,1
negative,,, disgust, fear,, sadness,,, negative,,plague,1
negative,,, disgust, fear,, sadness,,, negative,,retard,1
negative,,, disgust, fear,, sadness,,, negative,,rot,1
negative,,, disgust, fear,, sadness,,, negative,,sacrifices,1
negative,,, disgust, fear,, sadness,,, negative,,servile,1
negative,,, disgust, fear,, sadness,,, negative,,shame,1
negative,,, disgust, fear,, sadness,,, negative,,sickness,1
negative,,, disgust, fear,, sadness,,, negative,,soulless,1
